KOD_SUKL;KOD_LATKY;SQ;S;AMNT_OD;AMNT;UN
0222268;5624;6;X;;;QS
0222268;1300;7;X;;;QS
0222268;2378;8;X;;;QS
0222268;;9;X;;;
0222268;16114;10;X;;;QS
0222268;1871;11;X;;;QS
0222268;9832;12;X;;;QS
0222268;2710;13;X;;;QS
0222268;504;14;X;;;QS
0222268;1711;15;X;;;QS
0222268;2458;16;X;;;QS
0222269;19947;1;L;;120;MG
0222269;2624;2;X;;;QS
0222269;0;3;Z;;;
0222269;3508;4;C;;PL;MG
0222269;3755;5;X;;;QS
0222269;5624;6;X;;;QS
0222269;1300;7;X;;;QS
0222269;2378;8;X;;;QS
0222269;;9;X;;;
0222269;16114;10;X;;;QS
0222269;1871;11;X;;;QS
0222269;9832;12;X;;;QS
0222269;2710;13;X;;;QS
0222269;504;14;X;;;QS
0222269;1711;15;X;;;QS
0222269;2458;16;X;;;QS
0222270;19947;1;L;;120;MG
0222270;2624;2;X;;;QS
0222270;0;3;Z;;;
0222270;3508;4;C;;PL;MG
0222270;3755;5;X;;;QS
0222270;5624;6;X;;;QS
0222270;1300;7;X;;;QS
0222270;2378;8;X;;;QS
0222270;;9;X;;;
0222270;16114;10;X;;;QS
0222270;1871;11;X;;;QS
0222270;9832;12;X;;;QS
0222270;2710;13;X;;;QS
0222270;504;14;X;;;QS
0222270;1711;15;X;;;QS
0222270;2458;16;X;;;QS
0222271;19947;1;L;;120;MG
0222271;2624;2;X;;;QS
0222271;0;3;Z;;;
0222271;3508;4;C;;PL;MG
0222271;3755;5;X;;;QS
0222271;5624;6;X;;;QS
0222271;1300;7;X;;;QS
0222271;2378;8;X;;;QS
0222271;;9;X;;;
0222271;16114;10;X;;;QS
0222271;1871;11;X;;;QS
0222271;9832;12;X;;;QS
0222271;2710;13;X;;;QS
0222271;504;14;X;;;QS
0222271;1711;15;X;;;QS
0222271;2458;16;X;;;QS
0222272;19947;1;L;;120;MG
0222272;2624;2;X;;;QS
0222272;0;3;Z;;;
0222272;3508;4;C;;PL;MG
0222272;3755;5;X;;;QS
0222272;5624;6;X;;;QS
0222272;1300;7;X;;;QS
0222272;2378;8;X;;;QS
0222272;;9;X;;;
0222272;16114;10;X;;;QS
0222272;1871;11;X;;;QS
0222272;9832;12;X;;;QS
0222272;2710;13;X;;;QS
0222272;504;14;X;;;QS
0222272;1711;15;X;;;QS
0222272;2458;16;X;;;QS
0222273;19947;1;L;;120;MG
0222273;2624;2;X;;;QS
0222273;0;3;Z;;;
0222273;3508;4;C;;PL;MG
0222273;3755;5;X;;;QS
0222273;5624;6;X;;;QS
0222273;1300;7;X;;;QS
0222273;2378;8;X;;;QS
0222273;;9;X;;;
0222273;16114;10;X;;;QS
0222273;1871;11;X;;;QS
0222273;9832;12;X;;;QS
0222273;2710;13;X;;;QS
0222273;504;14;X;;;QS
0222273;1711;15;X;;;QS
0222273;2458;16;X;;;QS
0222274;19947;1;L;;120;MG
0222274;2624;2;X;;;QS
0222274;0;3;Z;;;
0222274;3508;4;C;;PL;MG
0222274;3755;5;X;;;QS
0222274;5624;6;X;;;QS
0222274;1300;7;X;;;QS
0222274;2378;8;X;;;QS
0222274;;9;X;;;
0222274;16114;10;X;;;QS
0222274;1871;11;X;;;QS
0222274;9832;12;X;;;QS
0222274;2710;13;X;;;QS
0222274;504;14;X;;;QS
0222274;1711;15;X;;;QS
0222274;2458;16;X;;;QS
0222275;19947;1;L;;120;MG
0222275;2624;2;X;;;QS
0222275;0;3;Z;;;
0222275;3508;4;C;;PL;MG
0222275;3755;5;X;;;QS
0222275;5624;6;X;;;QS
0222275;1300;7;X;;;QS
0222275;2378;8;X;;;QS
0222275;;9;X;;;
0222275;16114;10;X;;;QS
0222275;1871;11;X;;;QS
0222275;9832;12;X;;;QS
0222275;2710;13;X;;;QS
0222275;504;14;X;;;QS
0222275;1711;15;X;;;QS
0222275;2458;16;X;;;QS
0222276;19947;1;L;;120;MG
0222276;2624;2;X;;;QS
0222276;0;3;Z;;;
0222276;3508;4;C;;PL;MG
0222276;3755;5;X;;;QS
0222276;5624;6;X;;;QS
0222276;1300;7;X;;;QS
0222276;2378;8;X;;;QS
0222276;;9;X;;;
0222276;16114;10;X;;;QS
0222276;1871;11;X;;;QS
0222276;9832;12;X;;;QS
0222276;2710;13;X;;;QS
0222276;504;14;X;;;QS
0222276;1711;15;X;;;QS
0222276;2458;16;X;;;QS
0222277;19947;1;L;;120;MG
0222277;2624;2;X;;;QS
0222277;0;3;Z;;;
0222277;3508;4;C;;PL;MG
0222277;3755;5;X;;;QS
0222277;5624;6;X;;;QS
0222277;1300;7;X;;;QS
0222277;2378;8;X;;;QS
0222277;;9;X;;;
0222277;16114;10;X;;;QS
0222277;1871;11;X;;;QS
0222277;9832;12;X;;;QS
0222277;2710;13;X;;;QS
0222277;504;14;X;;;QS
0222277;1711;15;X;;;QS
0222277;2458;16;X;;;QS
0222278;17183;1;L;;25;MG
0222278;3755;2;X;;;QS
0222278;9860;3;X;;;QS
0222278;3059;4;X;;;QS
0222278;2378;5;X;;;QS
0222278;;6;X;;;
0222278;1169;7;X;;;QS
0222278;2710;8;X;;;QS
0222278;4225;9;X;;;QS
0222278;1871;10;X;;;QS
0222278;983;11;X;;PL;MG
0222278;2609;12;X;;;QS
0222279;17183;1;L;;75;MG
0222279;3755;2;X;;;QS
0222279;9860;3;X;;;QS
0222279;3059;4;X;;;QS
0222279;2378;5;X;;;QS
0222279;;6;X;;;
0222279;1169;7;X;;;QS
0222279;2710;8;X;;;QS
0222279;4225;9;X;;;QS
0222279;1871;10;X;;;QS
0222279;983;11;X;;PL;MG
0222279;2609;12;X;;;QS
0222280;17183;1;L;;20;MG
0222280;9837;2;X;;;QS
0222280;1323;3;X;;;QS
0222280;16144;4;X;;;QS
0222280;1312;5;X;;PL;MG
0222280;3780;6;X;;;QS
0222280;2043;7;A;;1;ML
0222281;11425;1;L;;10;MG
0222281;0;2;Z;;;
0222281;8078;3;O;;8,31;MG
0222281;2624;4;X;;PL;MG
0222281;3755;5;X;;;QS
0222281;1300;6;X;;;QS
0222281;4987;7;X;;;QS
0222281;2378;8;X;;;QS
0222281;;9;X;;;
0222281;748;10;X;;;QS
0222281;1166;11;X;;;QS
0222281;2400;12;X;;;QS
0222281;2710;13;X;;;QS
0222282;11425;1;L;;10;MG
0222282;0;2;Z;;;
0222282;8078;3;O;;8,31;MG
0222282;2624;4;X;;PL;MG
0222282;3755;5;X;;;QS
0222282;1300;6;X;;;QS
0222282;4987;7;X;;;QS
0222282;2378;8;X;;;QS
0222282;;9;X;;;
0222282;748;10;X;;;QS
0222282;1166;11;X;;;QS
0222282;2400;12;X;;;QS
0222282;2710;13;X;;;QS
0222283;11425;1;L;;10;MG
0222283;0;2;Z;;;
0222283;8078;3;O;;8,31;MG
0222283;2624;4;X;;PL;MG
0222283;3755;5;X;;;QS
0222283;1300;6;X;;;QS
0222283;4987;7;X;;;QS
0222283;2378;8;X;;;QS
0222283;;9;X;;;
0222283;748;10;X;;;QS
0222283;1166;11;X;;;QS
0222283;2400;12;X;;;QS
0222283;2710;13;X;;;QS
0222284;11425;1;L;;10;MG
0222284;0;2;Z;;;
0222284;8078;3;O;;8,31;MG
0222284;2624;4;X;;PL;MG
0222284;3755;5;X;;;QS
0222284;1300;6;X;;;QS
0222284;4987;7;X;;;QS
0222284;2378;8;X;;;QS
0222284;;9;X;;;
0222284;748;10;X;;;QS
0222284;1166;11;X;;;QS
0222284;2400;12;X;;;QS
0222284;2710;13;X;;;QS
0222285;11425;1;L;;20;MG
0222285;0;2;Z;;;
0222285;8078;3;O;;16,62;MG
0222285;2624;4;X;;PL;MG
0222285;3755;5;X;;;QS
0222285;1300;6;X;;;QS
0222285;4987;7;X;;;QS
0222285;2378;8;X;;;QS
0222285;;9;X;;;
0222285;748;10;X;;;QS
0222285;1166;11;X;;;QS
0222285;2400;12;X;;;QS
0222285;2710;13;X;;;QS
0222285;4256;14;X;;;QS
0222285;4290;15;X;;;QS
0222286;11425;1;L;;20;MG
0222286;0;2;Z;;;
0222286;8078;3;O;;16,62;MG
0222286;2624;4;X;;PL;MG
0222286;3755;5;X;;;QS
0222286;1300;6;X;;;QS
0222286;4987;7;X;;;QS
0222286;2378;8;X;;;QS
0222286;;9;X;;;
0222286;748;10;X;;;QS
0222286;1166;11;X;;;QS
0222286;2400;12;X;;;QS
0222286;2710;13;X;;;QS
0222286;4256;14;X;;;QS
0222286;4290;15;X;;;QS
0222287;11425;1;L;;20;MG
0222287;0;2;Z;;;
0222287;8078;3;O;;16,62;MG
0222287;2624;4;X;;PL;MG
0222287;3755;5;X;;;QS
0222287;1300;6;X;;;QS
0222287;4987;7;X;;;QS
0222287;2378;8;X;;;QS
0222287;;9;X;;;
0222287;748;10;X;;;QS
0222287;1166;11;X;;;QS
0222287;2400;12;X;;;QS
0222287;2710;13;X;;;QS
0222287;4256;14;X;;;QS
0222287;4290;15;X;;;QS
0222288;11425;1;L;;20;MG
0222288;0;2;Z;;;
0222288;8078;3;O;;16,62;MG
0222288;2624;4;X;;PL;MG
0222288;3755;5;X;;;QS
0222288;1300;6;X;;;QS
0222288;4987;7;X;;;QS
0222288;2378;8;X;;;QS
0222288;;9;X;;;
0222288;748;10;X;;;QS
0222288;1166;11;X;;;QS
0222288;2400;12;X;;;QS
0222288;2710;13;X;;;QS
0222288;4256;14;X;;;QS
0222288;4290;15;X;;;QS
0222289;17291;1;L;;1;MG
0222289;1383;2;X;;;QS
0222289;1166;3;X;;;QS
0222289;1322;4;X;;;QS
0222289;1883;5;X;;;QS
0222290;21437;1;L;;;QS
0222290;0;2;Z;;;
0222290;19052;3;O;;5;MG
0222290;3755;4;X;;;QS
0222290;2624;5;X;;;QS
0222290;0;6;Z;;;
0222290;3508;7;C;;PL;MG
0222290;5624;8;X;;;QS
0222290;2378;9;X;;;QS
0222290;;10;X;;;
0222290;10258;11;X;;;QS
0222290;2710;12;X;;;QS
0222290;2624;13;X;;;QS
0222290;4225;14;X;;;QS
0222290;4105;15;X;;;QS
0222291;21123;1;L;;20;MCG
0222291;16191;2;X;;;QS
0222291;875;3;X;;;QS
0222291;2461;4;X;;;QS
0222291;1314;5;X;;;QS
0222291;748;6;X;;;QS
0222291;3765;7;X;;;QS
0222291;2445;8;X;;;QS
0222291;20300;9;X;;;QS
0222291;21076;10;X;;;QS
0222291;3068;11;X;;;QS
0222291;2044;12;A;;1;ML
0222292;16917;1;L;;100;MG
0222292;0;2;Z;;;
0222292;11164;3;O;;77;MG
0222292;875;4;X;;;QS
0222292;13211;5;X;;;QS
0222292;16144;6;X;;;QS
0222292;102;7;X;;;QS
0222293;16917;1;L;;500;MG
0222293;0;2;Z;;;
0222293;11164;3;O;;384;MG
0222293;875;4;X;;;QS
0222293;13211;5;X;;;QS
0222293;16144;6;X;;;QS
0222293;102;7;X;;;QS
0222294;15292;1;L;;10;MG
0222294;1322;2;X;;;QS
0222294;1323;3;X;;;QS
0222294;1166;4;X;;PL;MG
0222294;2044;5;A;;1;ML
0222296;7979;1;L;;267;MG
0222296;3755;2;X;;;QS
0222296;5624;3;X;;;QS
0222296;18178;4;X;;;QS
0222296;1300;5;X;;;QS
0222296;2378;6;X;;;QS
0222296;;7;X;;;
0222296;1169;8;X;;;QS
0222296;2710;9;X;;;QS
0222296;4225;10;X;;;QS
0222296;1871;11;X;;;QS
0222296;4256;12;X;;;QS
0222297;7979;1;L;;267;MG
0222297;3755;2;X;;;QS
0222297;5624;3;X;;;QS
0222297;18178;4;X;;;QS
0222297;1300;5;X;;;QS
0222297;2378;6;X;;;QS
0222297;;7;X;;;
0222297;1169;8;X;;;QS
0222297;2710;9;X;;;QS
0222297;4225;10;X;;;QS
0222297;1871;11;X;;;QS
0222297;4256;12;X;;;QS
0222298;7979;1;L;;267;MG
0222298;3755;2;X;;;QS
0222298;5624;3;X;;;QS
0222298;18178;4;X;;;QS
0222298;1300;5;X;;;QS
0222298;2378;6;X;;;QS
0222298;;7;X;;;
0222298;1169;8;X;;;QS
0222298;2710;9;X;;;QS
0222298;4225;10;X;;;QS
0222298;1871;11;X;;;QS
0222298;4256;12;X;;;QS
0222299;7979;1;L;;267;MG
0222299;3755;2;X;;;QS
0222299;5624;3;X;;;QS
0222299;18178;4;X;;;QS
0222299;1300;5;X;;;QS
0222299;2378;6;X;;;QS
0222299;;7;X;;;
0222299;1169;8;X;;;QS
0222299;2710;9;X;;;QS
0222299;4225;10;X;;;QS
0222299;1871;11;X;;;QS
0222299;4256;12;X;;;QS
0222300;7979;1;L;;267;MG
0222300;3755;2;X;;;QS
0222300;5624;3;X;;;QS
0222300;18178;4;X;;;QS
0222300;1300;5;X;;;QS
0222300;2378;6;X;;;QS
0222300;;7;X;;;
0222300;1169;8;X;;;QS
0222300;2710;9;X;;;QS
0222300;4225;10;X;;;QS
0222300;1871;11;X;;;QS
0222300;4256;12;X;;;QS
0222301;7979;1;L;;267;MG
0222301;3755;2;X;;;QS
0222301;5624;3;X;;;QS
0222301;18178;4;X;;;QS
0222301;1300;5;X;;;QS
0222301;2378;6;X;;;QS
0222301;;7;X;;;
0222301;1169;8;X;;;QS
0222301;2710;9;X;;;QS
0222301;4225;10;X;;;QS
0222301;1871;11;X;;;QS
0222301;4256;12;X;;;QS
0222302;7979;1;L;;801;MG
0222302;3755;2;X;;;QS
0222302;5624;3;X;;;QS
0222302;18178;4;X;;;QS
0222302;1300;5;X;;;QS
0222302;2378;6;X;;;QS
0222302;;7;X;;;
0222302;1169;8;X;;;QS
0222302;2710;9;X;;;QS
0222302;4225;10;X;;;QS
0222302;1871;11;X;;;QS
0222302;4538;12;X;;;QS
0222302;4290;13;X;;;QS
0222303;7979;1;L;;801;MG
0222303;3755;2;X;;;QS
0222303;5624;3;X;;;QS
0222303;18178;4;X;;;QS
0222303;1300;5;X;;;QS
0222303;2378;6;X;;;QS
0222303;;7;X;;;
0222303;1169;8;X;;;QS
0222303;2710;9;X;;;QS
0222303;4225;10;X;;;QS
0222303;1871;11;X;;;QS
0222303;4538;12;X;;;QS
0222303;4290;13;X;;;QS
0222304;15292;1;L;;10;MG
0222304;1940;2;X;;;QS
0222304;1166;3;X;;;QS
0222304;1322;4;X;;;QS
0222304;21076;5;X;;;QS
0222304;20300;6;X;;;QS
0222304;2044;7;A;;1;ML
0222305;15485;1;L;;600;MG
0222305;15579;2;L;;200;MG
0222305;20643;3;L;;;QS
0222305;0;4;Z;;;
0222305;16949;5;O;;245;MG
0222305;3755;6;X;;;QS
0222305;5624;7;X;;;QS
0222305;4336;8;X;;;QS
0222305;1335;9;X;;;QS
0222305;2378;10;X;;;QS
0222305;1300;11;X;;;QS
0222305;1871;12;X;;;QS
0222305;;13;X;;;
0222305;1169;14;X;;;QS
0222305;2710;15;X;;;QS
0222305;4077;16;X;;;QS
0222305;1871;17;X;;;QS
0222305;4290;18;X;;;QS
0222305;4256;19;X;;;QS
0222305;4538;20;X;;;QS
0222306;18685;1;L;;;QS
0222306;0;2;Z;;;
0222306;10648;3;O;;75;MG
0222306;3755;4;X;;;QS
0222306;1300;5;X;;;QS
0222306;17840;6;X;;;QS
0222306;3765;7;X;;;QS
0222306;4351;8;X;;;QS
0222306;;9;X;;;
0222306;1169;10;X;;;QS
0222306;2710;11;X;;;QS
0222306;4290;12;X;;;QS
0222306;4256;13;X;;;QS
0222306;1871;14;X;;;QS
0222306;5325;15;X;;;QS
0222307;15292;1;L;;10;MG
0222307;1940;2;X;;;QS
0222307;1166;3;X;;;QS
0222307;1322;4;X;;;QS
0222307;21076;5;X;;;QS
0222307;20300;6;X;;;QS
0222307;2044;7;A;;1;ML
0222308;21454;1;L;;;QS
0222308;0;2;Z;;;
0222308;18096;3;O;;1,5;MG
0222308;4989;4;X;;;QS
0222308;2378;5;X;;;QS
0222308;;6;X;;;
0222308;2710;7;X;;;QS
0222308;2855;8;X;;;QS
0222308;;9;X;;;
0222308;3113;10;X;;;QS
0222308;4538;11;X;;;QS
0222308;1216;12;X;;;QS
0222308;2887;13;X;;;QS
0222309;21454;1;L;;;QS
0222309;0;2;Z;;;
0222309;18096;3;O;;1,5;MG
0222309;4989;4;X;;;QS
0222309;2378;5;X;;;QS
0222309;;6;X;;;
0222309;2710;7;X;;;QS
0222309;2855;8;X;;;QS
0222309;;9;X;;;
0222309;3113;10;X;;;QS
0222309;4538;11;X;;;QS
0222309;1216;12;X;;;QS
0222309;2887;13;X;;;QS
0222310;21454;1;L;;;QS
0222310;0;2;Z;;;
0222310;18096;3;O;;1,5;MG
0222310;4989;4;X;;;QS
0222310;2378;5;X;;;QS
0222310;;6;X;;;
0222310;2710;7;X;;;QS
0222310;2855;8;X;;;QS
0222310;;9;X;;;
0222310;3113;10;X;;;QS
0222310;4538;11;X;;;QS
0222310;1216;12;X;;;QS
0222310;2887;13;X;;;QS
0222311;21454;1;L;;;QS
0222311;0;2;Z;;;
0222311;18096;3;O;;1,5;MG
0222311;4989;4;X;;;QS
0222311;2378;5;X;;;QS
0222311;;6;X;;;
0222311;2710;7;X;;;QS
0222311;2855;8;X;;;QS
0222311;;9;X;;;
0222311;3113;10;X;;;QS
0222311;4538;11;X;;;QS
0222311;1216;12;X;;;QS
0222311;2887;13;X;;;QS
0222312;21454;1;L;;;QS
0222312;0;2;Z;;;
0222312;18096;3;O;;1,5;MG
0222312;4989;4;X;;;QS
0222312;2378;5;X;;;QS
0222312;;6;X;;;
0222312;2710;7;X;;;QS
0222312;2855;8;X;;;QS
0222312;;9;X;;;
0222312;3113;10;X;;;QS
0222312;4538;11;X;;;QS
0222312;1216;12;X;;;QS
0222312;2887;13;X;;;QS
0222313;21454;1;L;;;QS
0222313;0;2;Z;;;
0222313;18096;3;O;;1,5;MG
0222313;4989;4;X;;;QS
0222313;2378;5;X;;;QS
0222313;;6;X;;;
0222313;2710;7;X;;;QS
0222313;2855;8;X;;;QS
0222313;;9;X;;;
0222313;3113;10;X;;;QS
0222313;4538;11;X;;;QS
0222313;1216;12;X;;;QS
0222313;2887;13;X;;;QS
0222314;21454;1;L;;;QS
0222314;0;2;Z;;;
0222314;18096;3;O;;1,5;MG
0222314;4989;4;X;;;QS
0222314;2378;5;X;;;QS
0222314;;6;X;;;
0222314;2710;7;X;;;QS
0222314;2855;8;X;;;QS
0222314;;9;X;;;
0222314;3113;10;X;;;QS
0222314;4538;11;X;;;QS
0222314;1216;12;X;;;QS
0222314;2887;13;X;;;QS
0222315;21454;1;L;;;QS
0222315;0;2;Z;;;
0222315;18096;3;O;;1,5;MG
0222315;4989;4;X;;;QS
0222315;2378;5;X;;;QS
0222315;;6;X;;;
0222315;2710;7;X;;;QS
0222315;2855;8;X;;;QS
0222315;;9;X;;;
0222315;3113;10;X;;;QS
0222315;4538;11;X;;;QS
0222315;1216;12;X;;;QS
0222315;2887;13;X;;;QS
0222316;21454;1;L;;;QS
0222316;0;2;Z;;;
0222316;18096;3;O;;1,5;MG
0222316;4989;4;X;;;QS
0222316;2378;5;X;;;QS
0222316;;6;X;;;
0222316;2710;7;X;;;QS
0222316;2855;8;X;;;QS
0222316;;9;X;;;
0222316;3113;10;X;;;QS
0222316;4538;11;X;;;QS
0222316;1216;12;X;;;QS
0222316;2887;13;X;;;QS
0222317;21454;1;L;;;QS
0222317;0;2;Z;;;
0222317;18096;3;O;;1,5;MG
0222317;4989;4;X;;;QS
0222317;2378;5;X;;;QS
0222317;;6;X;;;
0222317;2710;7;X;;;QS
0222317;2855;8;X;;;QS
0222317;;9;X;;;
0222317;3113;10;X;;;QS
0222317;4538;11;X;;;QS
0222317;1216;12;X;;;QS
0222317;2887;13;X;;;QS
0222318;21454;1;L;;;QS
0222318;0;2;Z;;;
0222318;18096;3;O;;3;MG
0222318;4989;4;X;;;QS
0222318;2378;5;X;;;QS
0222318;;6;X;;;
0222318;4527;7;X;;PL;MG
0222318;4535;8;X;;;QS
0222318;2710;9;X;;;QS
0222318;4256;10;X;;;QS
0222318;2855;11;X;;;QS
0222318;;12;X;;;
0222318;3113;13;X;;;QS
0222318;4538;14;X;;;QS
0222318;1216;15;X;;;QS
0222318;2887;16;X;;;QS
0222319;21454;1;L;;;QS
0222319;0;2;Z;;;
0222319;18096;3;O;;3;MG
0222319;4989;4;X;;;QS
0222319;2378;5;X;;;QS
0222319;;6;X;;;
0222319;4527;7;X;;PL;MG
0222319;4535;8;X;;;QS
0222319;2710;9;X;;;QS
0222319;4256;10;X;;;QS
0222319;2855;11;X;;;QS
0222319;;12;X;;;
0222319;3113;13;X;;;QS
0222319;4538;14;X;;;QS
0222319;1216;15;X;;;QS
0222319;2887;16;X;;;QS
0222320;21454;1;L;;;QS
0222320;0;2;Z;;;
0222320;18096;3;O;;3;MG
0222320;4989;4;X;;;QS
0222320;2378;5;X;;;QS
0222320;;6;X;;;
0222320;4527;7;X;;PL;MG
0222320;4535;8;X;;;QS
0222320;2710;9;X;;;QS
0222320;4256;10;X;;;QS
0222320;2855;11;X;;;QS
0222320;;12;X;;;
0222320;3113;13;X;;;QS
0222320;4538;14;X;;;QS
0222320;1216;15;X;;;QS
0222320;2887;16;X;;;QS
0222321;21454;1;L;;;QS
0222321;0;2;Z;;;
0222321;18096;3;O;;3;MG
0222321;4989;4;X;;;QS
0222321;2378;5;X;;;QS
0222321;;6;X;;;
0222321;4527;7;X;;PL;MG
0222321;4535;8;X;;;QS
0222321;2710;9;X;;;QS
0222321;4256;10;X;;;QS
0222321;2855;11;X;;;QS
0222321;;12;X;;;
0222321;3113;13;X;;;QS
0222321;4538;14;X;;;QS
0222321;1216;15;X;;;QS
0222321;2887;16;X;;;QS
0222322;21454;1;L;;;QS
0222322;0;2;Z;;;
0222322;18096;3;O;;3;MG
0222322;4989;4;X;;;QS
0222322;2378;5;X;;;QS
0222322;;6;X;;;
0222322;4527;7;X;;PL;MG
0222322;4535;8;X;;;QS
0222322;2710;9;X;;;QS
0222322;4256;10;X;;;QS
0222322;2855;11;X;;;QS
0222322;;12;X;;;
0222322;3113;13;X;;;QS
0222322;4538;14;X;;;QS
0222322;1216;15;X;;;QS
0222322;2887;16;X;;;QS
0222323;21454;1;L;;;QS
0222323;0;2;Z;;;
0222323;18096;3;O;;3;MG
0222323;4989;4;X;;;QS
0222323;2378;5;X;;;QS
0222323;;6;X;;;
0222323;4527;7;X;;PL;MG
0222323;4535;8;X;;;QS
0222323;2710;9;X;;;QS
0222323;4256;10;X;;;QS
0222323;2855;11;X;;;QS
0222323;;12;X;;;
0222323;3113;13;X;;;QS
0222323;4538;14;X;;;QS
0222323;1216;15;X;;;QS
0222323;2887;16;X;;;QS
0222324;21454;1;L;;;QS
0222324;0;2;Z;;;
0222324;18096;3;O;;3;MG
0222324;4989;4;X;;;QS
0222324;2378;5;X;;;QS
0222324;;6;X;;;
0222324;4527;7;X;;PL;MG
0222324;4535;8;X;;;QS
0222324;2710;9;X;;;QS
0222324;4256;10;X;;;QS
0222324;2855;11;X;;;QS
0222324;;12;X;;;
0222324;3113;13;X;;;QS
0222324;4538;14;X;;;QS
0222324;1216;15;X;;;QS
0222324;2887;16;X;;;QS
0222325;21454;1;L;;;QS
0222325;0;2;Z;;;
0222325;18096;3;O;;3;MG
0222325;4989;4;X;;;QS
0222325;2378;5;X;;;QS
0222325;;6;X;;;
0222325;4527;7;X;;PL;MG
0222325;4535;8;X;;;QS
0222325;2710;9;X;;;QS
0222325;4256;10;X;;;QS
0222325;2855;11;X;;;QS
0222325;;12;X;;;
0222325;3113;13;X;;;QS
0222325;4538;14;X;;;QS
0222325;1216;15;X;;;QS
0222325;2887;16;X;;;QS
0222326;21454;1;L;;;QS
0222326;0;2;Z;;;
0222326;18096;3;O;;3;MG
0222326;4989;4;X;;;QS
0222326;2378;5;X;;;QS
0222326;;6;X;;;
0222326;4527;7;X;;PL;MG
0222326;4535;8;X;;;QS
0222326;2710;9;X;;;QS
0222326;4256;10;X;;;QS
0222326;2855;11;X;;;QS
0222326;;12;X;;;
0222326;3113;13;X;;;QS
0222326;4538;14;X;;;QS
0222326;1216;15;X;;;QS
0222326;2887;16;X;;;QS
0222327;21454;1;L;;;QS
0222327;0;2;Z;;;
0222327;18096;3;O;;3;MG
0222327;4989;4;X;;;QS
0222327;2378;5;X;;;QS
0222327;;6;X;;;
0222327;4527;7;X;;PL;MG
0222327;4535;8;X;;;QS
0222327;2710;9;X;;;QS
0222327;4256;10;X;;;QS
0222327;2855;11;X;;;QS
0222327;;12;X;;;
0222327;3113;13;X;;;QS
0222327;4538;14;X;;;QS
0222327;1216;15;X;;;QS
0222327;2887;16;X;;;QS
0222328;21454;1;L;;;QS
0222328;0;2;Z;;;
0222328;18096;3;O;;4,5;MG
0222328;4989;4;X;;;QS
0222328;2378;5;X;;;QS
0222328;;6;X;;;
0222328;4527;7;X;;PL;MG
0222328;4535;8;X;;;QS
0222328;2710;9;X;;;QS
0222328;4256;10;X;;;QS
0222328;2855;11;X;;;QS
0222328;;12;X;;;
0222328;3113;13;X;;;QS
0222328;2710;14;X;;;QS
0222328;1216;15;X;;;QS
0222328;504;16;X;;;QS
0222329;21454;1;L;;;QS
0222329;0;2;Z;;;
0222329;18096;3;O;;4,5;MG
0222329;4989;4;X;;;QS
0222329;2378;5;X;;;QS
0222329;;6;X;;;
0222329;4527;7;X;;PL;MG
0222329;4535;8;X;;;QS
0222329;2710;9;X;;;QS
0222329;4256;10;X;;;QS
0222329;2855;11;X;;;QS
0222329;;12;X;;;
0222329;3113;13;X;;;QS
0222329;2710;14;X;;;QS
0222329;1216;15;X;;;QS
0222329;504;16;X;;;QS
0222330;21454;1;L;;;QS
0222330;0;2;Z;;;
0222330;18096;3;O;;4,5;MG
0222330;4989;4;X;;;QS
0222330;2378;5;X;;;QS
0222330;;6;X;;;
0222330;4527;7;X;;PL;MG
0222330;4535;8;X;;;QS
0222330;2710;9;X;;;QS
0222330;4256;10;X;;;QS
0222330;2855;11;X;;;QS
0222330;;12;X;;;
0222330;3113;13;X;;;QS
0222330;2710;14;X;;;QS
0222330;1216;15;X;;;QS
0222330;504;16;X;;;QS
0222331;21454;1;L;;;QS
0222331;0;2;Z;;;
0222331;18096;3;O;;4,5;MG
0222331;4989;4;X;;;QS
0222331;2378;5;X;;;QS
0222331;;6;X;;;
0222331;4527;7;X;;PL;MG
0222331;4535;8;X;;;QS
0222331;2710;9;X;;;QS
0222331;4256;10;X;;;QS
0222331;2855;11;X;;;QS
0222331;;12;X;;;
0222331;3113;13;X;;;QS
0222331;2710;14;X;;;QS
0222331;1216;15;X;;;QS
0222331;504;16;X;;;QS
0222332;21454;1;L;;;QS
0222332;0;2;Z;;;
0222332;18096;3;O;;4,5;MG
0222332;4989;4;X;;;QS
0222332;2378;5;X;;;QS
0222332;;6;X;;;
0222332;4527;7;X;;PL;MG
0222332;4535;8;X;;;QS
0222332;2710;9;X;;;QS
0222332;4256;10;X;;;QS
0222332;2855;11;X;;;QS
0222332;;12;X;;;
0222332;3113;13;X;;;QS
0222332;2710;14;X;;;QS
0222332;1216;15;X;;;QS
0222332;504;16;X;;;QS
0222333;21454;1;L;;;QS
0222333;0;2;Z;;;
0222333;18096;3;O;;4,5;MG
0222333;4989;4;X;;;QS
0222333;2378;5;X;;;QS
0222333;;6;X;;;
0222333;4527;7;X;;PL;MG
0222333;4535;8;X;;;QS
0222333;2710;9;X;;;QS
0222333;4256;10;X;;;QS
0222333;2855;11;X;;;QS
0222333;;12;X;;;
0222333;3113;13;X;;;QS
0222333;2710;14;X;;;QS
0222333;1216;15;X;;;QS
0222333;504;16;X;;;QS
0222334;19496;1;L;;210;MG
0222334;4147;2;X;;;QS
0222334;665;3;X;;;QS
0222334;1350;4;X;;;QS
0222334;2044;5;A;;1,5;ML
0222335;21454;1;L;;;QS
